# Escudo 0.4.1 (2013-12-17 798733f2fc) Fedora Linux 19
# Escudo/0.4.1
# http://test.csswg.org/suites/css2.1/20110323/
# See http://wiki.csswg.org/test/implementation-report for instructions
testname    result  comment
html4/absolute-non-replaced-height-001.htm	pass
html4/absolute-non-replaced-height-002.htm	pass
html4/absolute-non-replaced-height-003.htm	pass
html4/absolute-non-replaced-height-004.htm	pass
html4/absolute-non-replaced-height-005.htm	pass
html4/absolute-non-replaced-height-006.htm	pass
html4/absolute-non-replaced-height-007.htm	pass
html4/absolute-non-replaced-height-008.htm	pass
html4/absolute-non-replaced-height-009.htm	pass
html4/absolute-non-replaced-height-010.htm	pass
html4/absolute-non-replaced-height-011.htm	pass
html4/absolute-non-replaced-height-012.htm	pass
html4/absolute-non-replaced-max-height-001.htm	pass
html4/absolute-non-replaced-max-height-002.htm	pass
html4/absolute-non-replaced-max-height-003.htm	pass
html4/absolute-non-replaced-max-height-004.htm	pass
html4/absolute-non-replaced-max-height-005.htm	pass
html4/absolute-non-replaced-max-height-006.htm	pass
html4/absolute-non-replaced-max-height-007.htm	pass
html4/absolute-non-replaced-max-height-008.htm	pass
html4/absolute-non-replaced-max-height-009.htm	pass
html4/absolute-non-replaced-max-height-010.htm	pass
html4/absolute-non-replaced-max-height-011.htm	pass
html4/absolute-non-replaced-max-height-012.htm	pass
html4/absolute-non-replaced-width-001.htm	pass
html4/absolute-non-replaced-width-002.htm	fail (rtl)
html4/absolute-non-replaced-width-003.htm	pass
html4/absolute-non-replaced-width-004.htm	pass
html4/absolute-non-replaced-width-005.htm	fail (rtl)
html4/absolute-non-replaced-width-006.htm	pass
html4/absolute-non-replaced-width-007.htm	pass
html4/absolute-non-replaced-width-008.htm	pass
html4/absolute-non-replaced-width-009.htm	pass
html4/absolute-non-replaced-width-010.htm	pass
html4/absolute-non-replaced-width-011.htm	pass
html4/absolute-non-replaced-width-012.htm	fail (rtl)
html4/absolute-non-replaced-width-013.htm	pass
html4/absolute-non-replaced-width-014.htm	pass
html4/absolute-non-replaced-width-015.htm	pass
html4/absolute-non-replaced-width-016.htm	pass
html4/absolute-non-replaced-width-017.htm	pass
html4/absolute-non-replaced-width-018.htm	pass
html4/absolute-non-replaced-width-019.htm	pass
html4/absolute-non-replaced-width-020.htm	pass
html4/absolute-non-replaced-width-021.htm	fail (rtl)
html4/absolute-non-replaced-width-022.htm	fail (rtl)
html4/absolute-non-replaced-width-023.htm	fail (rtl)
html4/absolute-non-replaced-width-024.htm	fail (rtl)
html4/absolute-replaced-height-001.htm	pass
html4/absolute-replaced-height-002.htm	pass
html4/absolute-replaced-height-003.htm	pass
html4/absolute-replaced-height-004.htm	pass
html4/absolute-replaced-height-005.htm	pass
html4/absolute-replaced-height-007.htm	pass
html4/absolute-replaced-height-008.htm	pass
html4/absolute-replaced-height-009.htm	pass
html4/absolute-replaced-height-010.htm	pass
html4/absolute-replaced-height-011.htm	pass
html4/absolute-replaced-height-012.htm	pass
html4/absolute-replaced-height-014.htm	pass
html4/absolute-replaced-height-016.htm	pass
html4/absolute-replaced-height-017.htm	pass
html4/absolute-replaced-height-018.htm	pass
html4/absolute-replaced-height-019.htm	pass
html4/absolute-replaced-height-021.htm	pass
html4/absolute-replaced-height-022.htm	pass
html4/absolute-replaced-height-023.htm	pass
html4/absolute-replaced-height-024.htm	pass
html4/absolute-replaced-height-025.htm	pass
html4/absolute-replaced-height-026.htm	pass
html4/absolute-replaced-height-028.htm	pass
html4/absolute-replaced-height-029.htm	pass
html4/absolute-replaced-height-030.htm	pass
html4/absolute-replaced-height-031.htm	pass
html4/absolute-replaced-height-032.htm	pass
html4/absolute-replaced-height-033.htm	pass
html4/absolute-replaced-height-035.htm	pass
html4/absolute-replaced-height-036.htm	fail
html4/absolute-replaced-width-001.htm	pass
html4/absolute-replaced-width-006.htm	pass
html4/absolute-replaced-width-008.htm	pass
html4/absolute-replaced-width-013.htm	pass
html4/absolute-replaced-width-015.htm	fail (rtl)
html4/absolute-replaced-width-020.htm	fail (rtl)
html4/absolute-replaced-width-022.htm	pass
html4/absolute-replaced-width-027.htm	pass
html4/absolute-replaced-width-029.htm	pass
html4/absolute-replaced-width-034.htm	fail (rtl)
html4/absolute-replaced-width-036.htm	pass
html4/absolute-replaced-width-041.htm	pass
html4/absolute-replaced-width-043.htm	pass
html4/absolute-replaced-width-048.htm	pass
html4/absolute-replaced-width-050.htm	pass
